Username,Likes,Date,Text
Gaurav Yadav,0,2023-09-23T10:47:19Z,Please Satinder Sartaaz ka bhi इन्टरव्यू लीजिए🙏
jashan,0,2023-09-23T10:42:00Z,Nice  kaka
B.P Hansda 😊,0,2023-09-23T10:41:42Z,Ayyy cartoon nhi bolne ka ☝️
Mohnish Singh,0,2023-09-23T10:41:27Z,Unexpected
Preet Singh sohal,0,2023-09-23T10:41:26Z,Apka andaaj bahot pasand aya. Sir interview ka..vry nice ase hi work hona chahiye..hass khed k
Warval Studios,0,2023-09-23T10:40:35Z,Best Ever Episode ❤❤❤
Mr LT,1,2023-09-23T10:37:46Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=1m25s"">1:25</a>  yaha pr kis kis ka dimaag hilaaa😂😂😂😂😂😂😂"
md shahrukh,0,2023-09-23T10:37:26Z,Aj se avi se mera fvrt list Bhai agaya Or hmesa rahe ga great man
VIVEK CH4UHAN,1,2023-09-23T10:36:52Z,Itachi uchiha 🔥
KaalDev,0,2023-09-23T10:36:23Z,smjh kisi ko nhi aa rha h
All boliwood song's,0,2023-09-23T10:35:23Z,Sidhu moose wala kaa naam lete gand fatt gyii kaka ji 😂
All boliwood song's,0,2023-09-23T10:32:28Z,Sidhu moose paji  kaa naam nhi liyaa iss Vedio me why ?
Khushal ,0,2023-09-23T10:31:11Z,Kaintth ❤
Pranjal Tiwari,1,2023-09-23T10:29:54Z,Ankit Biyanpuria before starting 75 days hard challenge😂
Bainsla Music,0,2023-09-23T10:29:08Z,Hii
Always Guru,0,2023-09-23T10:26:52Z,"ਪਹਿਲੀ ਗੱਲ ਸਭ ਤੋ ਵਧੀਆ, ਪੰਜਾਬੀ ਵਿੱਚ ਜਵਾਬ ਦਿੱਤੇ।"
vinay kumar,0,2023-09-23T10:25:28Z,Kaka ji ❤
Santosh Shaan,0,2023-09-23T10:25:00Z,😊
THE PERFECT SMILE,10,2023-09-23T10:23:42Z,One of most intellectual artist..huge respect ❤
Giriraj Singh Solanki,0,2023-09-23T10:23:34Z,Super
Sandeep Kumar,0,2023-09-23T10:22:03Z,Kaka great hai
Shauveer Singh,0,2023-09-23T10:19:59Z,Bhai hum too kaka ko dhek rehe te
Balwinder Singh,0,2023-09-23T10:16:07Z,Caint singer kaka bhai❤❤❤❤❤
Gagandeep Singh,0,2023-09-23T10:15:54Z,Love lallantop
param veer Singh,0,2023-09-23T10:15:45Z,"what you will do with white cats, this is the answer"
Sachin Bhardwaj,0,2023-09-23T10:14:40Z,😂
Manni Sandhu,0,2023-09-23T10:13:24Z,Billo means billi 🐱 cat<br>Bagey biley means male cat 😂
AKASHUPWALA,0,2023-09-23T10:12:46Z,❤maza aaya kaka ji
Babbu Dilhord ਬੱਬੂ ਦਿਲਹੋੜ,1,2023-09-23T10:11:27Z,ਮੇਰੇ ਪਿੰਡ ਤੋਂ -10 ਕਿੱਲੋ ਮਿੱਟਰ ਏਸ ਕਾਕੇ ਦਾ ਪਿੰਡ ਹੈ।❤
Mr World youtube channel,0,2023-09-23T10:11:22Z,Kaka
Aarav talks,0,2023-09-23T10:09:33Z,Closing by deepak is the second best part of this video.... After kaka&#39;s  voice
poonam rao,0,2023-09-23T10:07:20Z,It&#39;s good👍
Laadi hundal😎,0,2023-09-23T10:06:13Z,👍🎶
vipul shrivastava,0,2023-09-23T10:04:48Z,yaar subtitles add karna tha....
Manni Sandhu,0,2023-09-23T10:04:36Z,Fudu kaka😂😂😂😂
Goldy,0,2023-09-23T10:03:42Z,Kaka ♥️
Ashish gupta,0,2023-09-23T10:03:27Z,Sir bhilai gaon to nhi he bilkul .
ARUN DADUPURIYA,0,2023-09-23T10:02:56Z,mja aa gya<br>pehli bar mene kisi singer ka interview pura dekha h<br>bs lallantop team se ek he sikayat lgi  wo ye h ki kaka bhai ko pure interview chair ni di gyi<br>chair pe bethte to aur ache se comfortable rehte<br>thank u
Dharmendra Kumar,0,2023-09-23T10:02:40Z,Sayd ye interview thoda or lamba ho skta tha ....bahut achcha lga❤
English_wikipediaa,1,2023-09-23T10:01:56Z,Down to earth 🙏
Vivek Music,0,2023-09-23T10:00:48Z,Kudi kehndi baby pehla jaguar lelo.. es line nu ehe halke ch le reha pta kr pehla likhya kihne aa bro JAANI a JAANI oho ohde samne kri ehe swal ehni detail ch dsu tenu tu aap khenga boht related line likhi a eda da a jaani❤
Manmohan Rajpal,0,2023-09-23T09:59:58Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=37m05s"">37:05</a> Reaction of the guy at the back hahaha, great thought by Kaka here."
Shashank Gupta,5,2023-09-23T09:59:37Z,Best interview till date ❤ Closing was awesome too.
Karan Ehsaas,0,2023-09-23T09:59:24Z,Why didn&#39;t ask about Jaani and B Praak
Vipin Sharma,0,2023-09-23T09:57:06Z,Closing zbrdst ki ldke ne....Great try❤❤
Rana Gour,0,2023-09-23T09:56:05Z,Kitna acha content iske liye to apko ptrakaita ka award dena chiye 😂😂😂😂😂😂😂😂😂😂
the_satyam_tyagi🖤,0,2023-09-23T09:54:48Z,Genuine Banda ❤
Roshan sao,0,2023-09-23T09:52:35Z,One of the best baithki in lallantop simply awesome ❤
Poetic Peach,0,2023-09-23T09:52:21Z,Diwedi ji sbse best episode lga hai mujhe aapka ye wala.......<br>Or last me closing kya hi kehne..... 😂😂😂❤️❤️❤️❤️❤️❤️
VIRENDRA KAREL,1,2023-09-23T09:47:41Z,Ending krne wale ke End wale word ka selection mast lga sir ji Dil se....<br>Isliye sab ko camera ke samne la ke dekho sir sabka apna apna talent hai...
Anurag Singh,2,2023-09-23T09:47:31Z,FIR कर के कुछ मिलता भी नहीं है...? ये एक सवाल है सरकार और कानून के रक्षको पर ।
Jyoti panghal,0,2023-09-23T09:47:27Z,Thanks to this channel to give a interview of kaka....hme kaka se bhoot kuch sikhne ko ....enki voice koi kise auto tune ki jrurt nhi ....and I like Punjabi language....
Explore_Tube,0,2023-09-23T09:47:19Z,❤❤❤
Market Money,0,2023-09-23T09:46:58Z,Yaha chai ka bhi suspense h😊
jay kapadiya,1,2023-09-23T09:46:48Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=42m20s"">42:20</a>"
Sharry Saab,0,2023-09-23T09:44:28Z,Sirrraaa lata😂😂😂😂😂
༒Diwakar Sìñhà14,0,2023-09-23T09:42:15Z,Kuch bhee ho jaee ladko ka cricket har situation main chalta rahta hai 😅😅
Sumit Suryabanshi,0,2023-09-23T09:42:02Z,dhakd voice hai bhai ki ❤❤
Dipty Gill,0,2023-09-23T09:41:55Z,Last song ch bai besura hogya c 😊
Sikander Singh,0,2023-09-23T09:40:00Z,❤
loneWarrior,0,2023-09-23T09:39:39Z,Kaka kya funny banada hai yr. Masat
Gagandeep Singh,0,2023-09-23T09:39:08Z,Thanks for Punjabi
bunty sood,0,2023-09-23T09:37:10Z,perfact team of lallantop im very much impressed👌
Thowang Brow,0,2023-09-23T09:36:50Z,Hehe
Gaurav Kashyap,0,2023-09-23T09:35:14Z,"This interview should be more long, btw kaka Bhai ko janne ka first time moka mila through this interview, or kya sence of humour hai bhai, love you bro ❤❤❤"
JoB Alert,0,2023-09-23T09:35:04Z,Kakas fan❤❤❤
Anuj Namboodri,0,2023-09-23T09:33:31Z,Love❤
Navdeep Singh,0,2023-09-23T09:32:12Z,Sidhu mosewala nature bomb 🔥🔥🔥🔥
Harwinder Singh,0,2023-09-23T09:31:59Z,Jatt word Punjabi songs me fit baith jata hai bs aur koi baat nhi hai
Harsh Dixit,0,2023-09-23T09:30:10Z,Waah re mere deepak tum to ujala hi kar diye last mai
rahul gupta,0,2023-09-23T09:29:21Z,Iska matlab gore rang ke ladko ka kya karegi.
Shonabun,0,2023-09-23T09:28:21Z,Great interview
Sahejpreet Singh chunni,0,2023-09-23T09:26:03Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=50m55s"">50:55</a>"
Ananya Jaiswal,0,2023-09-23T09:25:06Z,What an Intro👌👌👌😊👏👏
PRAVEEN Choudhary,1,2023-09-23T09:24:26Z,Kanak kanak ........<br>Yamak alankar  hoga.
Omkar Singh,0,2023-09-23T09:24:25Z,Sir pawan singh ko le ke aaiye ❤❤❤
Songs and videos,0,2023-09-23T09:23:20Z,Worst interview in lallantops history
Avanish,0,2023-09-23T09:22:23Z,Bhai sahab ki Tshirt 👕 par Naruto Anime me Important character hai  ITACHi UCHIHA  ka hai ❤😂
jack,0,2023-09-23T09:22:10Z,Bai fukra hogya gallan ton hun tu kaake yaar
Sunny Ch,0,2023-09-23T09:21:34Z,Lalan top apna national channel bano jaldi godi media se hum dukhi ha
UPDATES BY SIROWA,0,2023-09-23T09:19:01Z,Kaka ❤
itxx.status,0,2023-09-23T09:18:34Z,❤❤❤
Mr. Anil Kamboj,0,2023-09-23T09:13:15Z,Dil jeet liya bhai ne punjabi me baat kr ke aaj tk itna enjoy nhi kiya apke channel pr jitna aaj kiya
SURESH GODARA,0,2023-09-23T09:11:37Z,Kya baat h yaar.Lallantop hamesha se pasand h baki Inka office culture or bhi acha bna deta h.kaka ke to kya hi kahne.Closing lines bhaut hi sunder.
✍️NITESH BaBa ThaKuR☣️,0,2023-09-23T09:11:14Z,भाई भूलते बहुत है मेडिटेशन करना चाहिए भाई को 🙏
amlan anshuman,0,2023-09-23T09:10:45Z,Jaise Hindi bol hi nhi sakta???Hum log Odia ho k v Hindi bolte hain....samjh aarhi h hidden agenda bhai log
Karan Ehsaas,0,2023-09-23T09:09:45Z,Seems useless
parmeet singh,0,2023-09-23T09:07:54Z,Kaka🎉
pr mehra,1,2023-09-23T09:07:49Z,"मजा आ गया ये show देखकर,<br>कपिल शर्मा की सी हंसी खुशी मिली <br>धन्यवाद ललनटॉप<br>इसे ही खुश मिजाज मेहमानों को आमंत्रित करते रहे ।<br>🙏🙏🙏🙏"
Kuldeep Singh Commando,3,2023-09-23T09:07:41Z,"Truly a wonderful interview, Kaka gave the interview in his own language which was the special thing of this interview 🌹💖"
Shubham singh,1,2023-09-23T09:06:43Z,"Suru me jo song thumbnail par tha o <a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=42m20s"">42:20</a> par h"
Mohit Yadav,0,2023-09-23T09:06:40Z,kaka is legend
prashant rajoria,0,2023-09-23T09:06:11Z,Kaka.... interview mast hai....😂😂
Taraa Choudhary,0,2023-09-23T09:06:04Z,Ye aapka pahla show tha jisko maine pura dekha hai❤❤❤<br><br>Kaka the Legend❤❤
Gurnish Dhanda,0,2023-09-23T09:04:51Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=35m40s"">35:40</a> green shirt guy ❣️. Bahut samjhdar and deep knowledge vala insaan."
Pushpraj Bhoye,0,2023-09-23T09:04:20Z,Asome
arihant jain,0,2023-09-23T09:04:06Z,wo khalistani ke upar inka ky though hai ?? ye question bhi puchna tha
Saurabh  Roy,0,2023-09-23T09:03:27Z,Anim characters 😂😂😂
Punit Pathak,0,2023-09-23T09:02:09Z,It&#39;s very sad that he don&#39;t know about naruto
K13 Vlogs,0,2023-09-23T09:01:54Z,Finally Jawab Mil Hi Gaya😁😆😅😂🤣
shorts pe shorts,0,2023-09-23T09:01:53Z,Teeji seat is very nice song ❤
Not Found,0,2023-09-23T09:01:01Z,Itne bade singer ko bula rhe ho par baithne ke liye usko ek dhang ki chair nahi di. table par kon baithata hai guest ko.
ALM,2,2023-09-23T09:00:18Z,That why All love ❤️ kaka song.<br>Very realistic and uniqueness in its Song . I think everyone can feel it . That&#39;s why people love kaka
angri motivation,0,2023-09-23T08:59:02Z,Mja yaaaaa gya bhai❤
Mohd Akmal,0,2023-09-23T08:58:56Z,Kaka 🔥
Unpredictable,0,2023-09-23T08:58:29Z,Baki sab toh theek Hai lekin itching ki kya galti😢 thi
Mr Hopes,0,2023-09-23T08:57:50Z,Sadda kaka vadda ho gyani ji❤❤❤🎉
Abhishek Singh,0,2023-09-23T08:56:31Z,Gem 💎❤
Random Videos,0,2023-09-23T08:56:29Z,nice interview
Gurnish Dhanda,0,2023-09-23T08:55:28Z,"Puri video m mr. kaka bde mature lg rhe the pr <a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=34m27s"">34:27</a> nae sb saaf kr diya. Aap ek individual nae kya kiya isse yae forecast kr rhe h ki Puri society bhi same situation m vhi kregi."
CURIOUS MINDS ACADEMY,0,2023-09-23T08:54:55Z,Kaka❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🥰🥰🥰🥰🥰🥰🥰🥰🥰
Sonu,0,2023-09-23T08:54:52Z,ਕਾਕੇ ਬੇਂਚ ਨਾਲ ਚਿਪਕਾਇਆ ਤਾ ਨਹੀਂ ਇਹਨਾਂ ਨੇ ਤੈਨੂੰ 😂😂
Vishu Choudhary,0,2023-09-23T08:54:41Z,Kaka pa gya siyapa <br>Only Punjabi no Bakwas
Masti Time 😅,0,2023-09-23T08:54:00Z,Yaar sab sheet per bathe ho main Banda tumne khadda kar rkha hai Galt baat hai
Daman 19,0,2023-09-23T08:53:34Z,Asi patiale aale 😅😅😅🎉🎉🎉
Ayush dixit,0,2023-09-23T08:53:20Z,Best joke dil tutiya ni tutya 😹😹😹😹😹🤣🤣🤣🤣
ThatVividSmoke,10,2023-09-23T08:52:38Z,"Never heard an artist with such clean thoughtfulness, insights on his life and his culture. Kudos to Lallantop to bring such &quot;ideas&quot; to the guestroom!"
ThatVividSmoke,0,2023-09-23T08:52:28Z,"Never heard an artist with such clean thoughtfulness, insights on his life and his culture. Kudos to Lallantop to bring such &quot;ideas&quot; to the guestroom!"
San S,3,2023-09-23T08:51:47Z,Real talent ❤
Abhi Rajput,0,2023-09-23T08:50:12Z,"दमदार बंदा है , दम है personality में <br><br>Puri video dekh li maine ...🔥😂👌👌"
Yash k games,0,2023-09-23T08:49:55Z,अमृत भाई की tshirt पर Itachi uchiha chape हुए है जोकि एक लोकप्रिय anime (Japanese animeted series) के पसंदीदा कैरेक्टर है।😅
Gurnish Dhanda,0,2023-09-23T08:49:25Z,33.50 totally agree with the reporter guy. Pta ni log konsi duniya m rh rhe h ki iss baat ko smjh hi nhi paate ki hme kis hdd tk influence Kiya Jaa rha h  or kiya Jaa skta h. Specially iss social media and AI k world m . Or yae baat songs k lyrics or videos m weapons dikhane p bhi 110% apply hoti h .gangster culture promote krne m singers ka bahut bda haath h
Rohan Bagri,0,2023-09-23T08:48:54Z,Bage bage mining Gore Gore
Anshu,1,2023-09-23T08:48:30Z,Mast admi 😂😂
Atul Bahuguna,0,2023-09-23T08:47:46Z,"This guy is sooo, Hilarious.  Love this episode"
Elvish yadav vlogss,0,2023-09-23T08:47:37Z,keh len de❤❤❤song sbse best h🎉
Tech Guy,0,2023-09-23T08:47:29Z,"Office ka mahol dekho, Bhai chai pilla raha hai phir us bhai ko koi panni pila raha hai. or daily saam ko samose aa-ha-ha wah."
Santosh Chhura,0,2023-09-23T08:44:24Z,Sukhee singer ka v interview kariye Sir 🙏
Jassi Kaur,0,2023-09-23T08:43:55Z,I like libas song also❤😊
Shubh A.M.,0,2023-09-23T08:43:37Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=5m15s"">5:15</a> it&#39;s Itachi legendary character from Naruto anime"
The_unsatisfied_soul,0,2023-09-23T08:42:30Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=5m26s"">5:26</a> , dekh dost sab chal jayega par &quot;Naruto&quot; ko nahi pehchan pare ho yrr tum ye theek ni hai. Tumko ye Tshirt pehen&#39;ne ka koi haq nahi hai."
AVNISH KUMAR DUBEY,3,2023-09-23T08:42:14Z,Pure heart 💕 man ❤️<br>Amazing season I don&#39;t know Punjabi but it&#39;s feels ❤
the healers,0,2023-09-23T08:42:09Z,Mujhe punjabi comedy movies bahut achhi lgti <br>Aaj kaka ko dekh kr yaad a gayi
Mamta dadhich Badhal,0,2023-09-23T08:40:28Z,Hindi smjh aa rahi h or aati bhi to bhai bol hi leta aur achha ho jata interview
sonu pawar,0,2023-09-23T08:40:11Z,"मजाक ही तो चल रहा है,,,<br>... मिडिया मै भी  <br>बॉलीवुड मूवी सांग सब जगह..<br>यहां देश मै सदन मै मजाक गाली ग्लोज चल रहा है 😢"
sonu pawar,0,2023-09-23T08:38:17Z,"... जैसे सांग केवल सुनने का. दिमाग़ नही लगाने का.. ये   rss bjp का दौर है,, यहां ओनली डंका गोदी मिडिया 😅..."
Rishabh,0,2023-09-23T08:36:47Z,Punjabi is a sweet language.depends how u speak.
sonu pawar,0,2023-09-23T08:35:26Z,❤kaka❤️<br> . car trip.<br>        👌<br>Road side........<br>Onli kaka...
Prashant Sharma,0,2023-09-23T08:34:31Z,Jabardast
Deepak sodhi,0,2023-09-23T08:34:30Z,Awaaz 👌👌👌
Pallavi Supehia,0,2023-09-23T08:29:08Z,Itne dino baad Punjabi suni. Tadap si ho gayi thi. Mazza aa gaya
sukh preet,1,2023-09-23T08:27:48Z,Down to earth<br>Humble man
Heera,0,2023-09-23T08:21:22Z,Big fan brother
Random Videos,0,2023-09-23T08:20:39Z,china arunachal pradesh pr kabja kr chukka h. sarkar ab iska kya kregi.
Cricket world champion 🇬🇧,0,2023-09-23T08:19:10Z,Closing Deepak karega😂
gurpreet panjetta,0,2023-09-23T08:19:02Z,Punjab zindabhad
Archana sharma,0,2023-09-23T08:16:58Z,Bring satinder sartaj please 😊
STUDY WITH SUJEET 24,0,2023-09-23T08:12:46Z,Super session sir fantastic singer and songwriter
mojojojo,0,2023-09-23T08:12:40Z,I like this Tamil artist ❤
Annu 💖,0,2023-09-23T08:11:20Z,Abhisek malhan Fukra insaan ka interview bhi laao naa
Prafull Mundhe,0,2023-09-23T08:11:06Z,Good human
Amandeep,0,2023-09-23T08:06:49Z,Kaka ghaint
Gagan Ranu,0,2023-09-23T08:06:46Z,"ਧੰਨਵਾਦ ਲੱਲਣਟਾਪ ਅਤੇ ਖਾਸ ਕਰ ਸੌਰਵ ਜੀ ਦਾ,"
Nina Kang,0,2023-09-23T08:05:34Z,bagga doesn&#39;t mean kale kale
Archana sharma,0,2023-09-23T08:05:32Z,Baat toh ahi khi inhone .. ynha Himachal m bhi pujnabi songs smjh aae na aae pr sb mast hoke dance krty hai .. songs k influence m guns or drungs k influence m aana individual choice h .. sb smjhdar hoty h ..
MaaFi SahaRan,0,2023-09-23T08:02:47Z,Bagge mins aakhen
Mukesh Yadav,0,2023-09-23T08:01:30Z,बउआ नाम वाले लड़के का इंटर व्यू लिया था कहा है आज कल वो । उसका भी इंटर व्यू लीजिए
Butterfly kids tv,0,2023-09-23T08:01:05Z,We love kaka
Anurag Singh,0,2023-09-23T07:59:15Z,आवाज़ ♥️♥️
ASHWANI KUMAR,0,2023-09-23T07:58:35Z,Is interview ke baad kis kisne kaka ke song sune like 👍
Khalid Ansari,0,2023-09-23T07:55:19Z,Itachi fan spotted
satyam razz 123,0,2023-09-23T07:55:01Z,My favourite singer
Parabhnoor Singh Mehra,0,2023-09-23T07:54:55Z,😂bilooo
VK SAINI,0,2023-09-23T07:53:45Z,Amazing Bhai
Fly with us,0,2023-09-23T07:53:16Z,पुनरुक्तिप्राश अलंकार है सर 😅😅
iC ٭HunTeR,0,2023-09-23T07:52:48Z,Dipak ji ki closing awesome thi
Shubham Saarsar,0,2023-09-23T07:52:44Z,😅
Meri Marzi,0,2023-09-23T07:52:05Z,Kaka ..bahot Acha gaate hai or song bahot hi ache hote h❤
Varinder Singh,0,2023-09-23T07:50:50Z,Great kaka ji
surendra maurya,0,2023-09-23T07:50:49Z,Kaka good thought
Baljeet Kaur,0,2023-09-23T07:50:47Z,"Buht vadiya lgya k Punjabi singer nu lallantop ne recognise kita..kaka rock,"
gulshan atal,0,2023-09-23T07:50:44Z,Baaki sab theek hai lekin aapke interview lene ka tareeka thoda cazual hai.
KHAN FF MD 🔥,0,2023-09-23T07:49:53Z,yeah toh mera jaisa introvert hai ..
Gurpreet Singh ਤੁੜ,0,2023-09-23T07:49:47Z,Is ka matalab hai sohne sohne mudia da ki kre gi
Gurpreet Singh ਤੁੜ,0,2023-09-23T07:47:20Z,Bahut vadhia kaka singer hai ❤
Sukhvinder Brar,0,2023-09-23T07:46:43Z,Great singer h..... grassroot men
Dhamaal Toons ,0,2023-09-23T07:45:49Z,Kuchh bhi kaho lekin gana best hai बिल्लो बा के बिलिया
RAVINDRA DUBEY,1,2023-09-23T07:45:07Z,"मेरे द्वारा देखा गया अभी तक का सबसे शानदार वीडियो, बहुत बहुत शुक्रिया सौरभ भाईसाब और आपकी टीम और हमारे सबके प्यारे काका 😊 ❣️🤘"
Archana sharma,0,2023-09-23T07:44:39Z,He is sweet❤
Gumnaam jatt,0,2023-09-23T07:43:27Z,Like shubh
let's watch,0,2023-09-23T07:42:10Z,SIR. BILLO BAGGE  DA KI KARE GI.<br>MEANING DARLING IS WIGHT COLOUR KEY EYE KA KYA KARO GII. Punjabi language mai bagge ka meaning safed hota hai..its meems make RJ PURAB .💪💪
Mr Bboss,0,2023-09-23T07:41:43Z,मजा आ गया गुरु
Sagar Dreams,0,2023-09-23T07:41:16Z,V nice ❤
Divya Bakshi,0,2023-09-23T07:39:58Z,Best singer and gud soul ❤❤
Ravi,0,2023-09-23T07:36:14Z,Billo Bagge ka pata nahi per KAKA ka dil tuta hai paka ❤
Enjoy Panipat refinery township with parneet Gill,0,2023-09-23T07:34:15Z,Report bhai maje le rahe hain 😂bhukhi 😂
sᴜʀᴀᴊ,0,2023-09-23T07:33:39Z,Love from bhilai ❤❤❤
Jai Singh,77,2023-09-23T07:32:57Z,"Singing came from kirtan <br>Weapons came from War<br>This is the culture of <a href=""http://www.youtube.com/results?search_query=%23panjab"">#PANJAB</a> 💥💥💪💪"
Harish Sagar,0,2023-09-23T07:32:25Z,Kaka Rocks😅
Entertainment Singh,0,2023-09-23T07:32:04Z,"भाईसाहब ठीक है आपको पंजाबी प्रोमोट करनी है शौक से करिए।।<br>अच्छी बात है करनी चाहिए अपनी माँ भाषा है।।<br>पर सामने वाला जब वह भाषा समझता नही है तो आपका फर्ज बनता है कि आप को जब वह भाषा आती है तो आप वह बोल लीजिए इससे आपकी मा भाषा का अपमान नही हो जाएगा।।<br>मुझे भी राजस्थानी भाषा आती है , हिंदी भी आती है, अंग्रेजी भी आती है और जर्मन भी।<br>परन्तु जब किसी अन्य राज्य के व्यक्ति से बात करते है तो जो उसको समझ आये उस मध्यस्त भाषा अंग्रेजी या हिंदी के बात करते है।। इससे मेरा राजस्थान के प्रति प्रेम कम नही हो जाएगा।।<br><br>में इसलिये कह रहा हूं क्योंकि यही सिंगर जब देश से बाहर जाते है तब इन्हें अंग्रेजी में सवाल पूछे जाते है तब ये अंग्रेजी में जवाब देते है।।<br>भारत मे आते है तो हिंदी का जवाब पंजाबी में देते है।।<br>यह दोगलापना के सिवाय कुछ नही है।।"
gurvinder,0,2023-09-23T07:31:29Z,😂😂😂😂😂😂kaka 👌🏻👌🏻👌🏻👌🏻
Golu Mujaidia,0,2023-09-23T07:31:23Z,Kisaan hi Jatt hai na koi special cast name
Golu Mujaidia,0,2023-09-23T07:30:32Z,Jatt main kisaan ko naam Diya ga hai
Sanket Patil,0,2023-09-23T07:27:38Z,Bhim army chief ko invite nhi kia aajtk
Harsh Sharma,0,2023-09-23T07:25:55Z,pure gem h bnda
BINOD,2,2023-09-23T07:24:50Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=5m57s"">5:57</a> pr vo match dekh rha hain 😂😂😂😅"
karan saini,0,2023-09-23T07:24:26Z,O bhai😂😂
Ankit kapoor,3,2023-09-23T07:23:58Z,All interview was amazing nd love the way sourav sir pushed his partner to sum up the interview and he did it well 👍
DANNY D,0,2023-09-23T07:23:06Z,AP DILLION .... SALA YEH TO INBUILT&quot; AUTOTUNE&quot; HAI 🤣🤣🤣
shamsher singh,0,2023-09-23T07:22:32Z,Good artist
Chandan CKP😇,0,2023-09-23T07:19:57Z,Top Singer hai kaka ❤❤
Hanish Kumar,0,2023-09-23T07:17:53Z,❤❤❤❤
Balkar Gill,0,2023-09-23T07:17:49Z,❤❤
Sandeep Kumar,0,2023-09-23T07:14:14Z,❤❤❤❤ काका
Sandeep Singh Salaria,0,2023-09-23T07:11:17Z,Nice
PaThAn,1,2023-09-23T07:10:33Z,Mera ye sawal h enko chair 🪑 kyu ni dii gai ❤😂...
Buddies Vlog,0,2023-09-23T07:09:05Z,Bhut hi vdiya
Billo Kaur,0,2023-09-23T07:08:37Z,😂😂😂kaka 👌
Ankush Rawatkar,0,2023-09-23T07:07:27Z,Kaka
Discovered Fact RP,1,2023-09-23T07:07:27Z,sala yahi hai light katne wala banda bhai log chalo address mil gaya😂😅😂
Vinay Pal,0,2023-09-23T07:06:02Z,Saurabh dwivedi ki sab se shaandaar production...Great
Mkehandy,1,2023-09-23T07:04:24Z,🗣️ = Anime ❌<br>🗣️ = Anaim ✅
Rahul Goswami ,0,2023-09-23T07:03:02Z,Guest phle hi dikh gya
squre world,1,2023-09-23T07:02:29Z,inhone kasam kha rakhi h hindi nhi bolni
upendra singh,0,2023-09-23T07:01:41Z,Super munde love di gal h tere nal ❤❤❤❤
Prabh Kundal,0,2023-09-23T07:00:59Z,itachii uchiha
Naresh Chander sharma 2009,0,2023-09-23T07:00:42Z,Sar jo up bhihar valo bhaeya na kahe to kya kahe chacha khe ya tau kahe Bhai koyi bura sabad nahi h Ham apne Bhai ko bhi Bhai bolte h bura lagne wali baat h
Virat Kohli,0,2023-09-23T06:58:51Z,Mst ❤
Raahi Miyya Bhai,0,2023-09-23T06:58:43Z,Love you kaka
The Royal Prince,0,2023-09-23T06:58:14Z,कैमरा मैन Focus करो गर्मियों में  बिजली काटने वाला बंदा मिल गया..🤣😂😁
amandeep Grover,2,2023-09-23T06:58:14Z,KING OF PUNJABI INDUSTRY sidhu mossewala legends never die all ways live our hearts
Dileep Kumar,0,2023-09-23T06:54:15Z,No complications only simplicity without caring for image and show off.
PRABH_22,0,2023-09-23T06:53:55Z,Nice
yuvraj singh,0,2023-09-23T06:52:52Z,Uss anime cractor kaa name hai Itachi uchihaa .the king of gen juitsu
MEMO MASTI,1,2023-09-23T06:50:04Z,Baithne ke liye kuch toh de dete
akhilendra singh,0,2023-09-23T06:49:12Z,❤️❤️
A groupppp,0,2023-09-23T06:48:37Z,"Bhai sahab kanak kanak te sau guni, ye anupras alankar nhi hai"
Naresh Chander sharma 2009,0,2023-09-23T06:48:21Z,Bhukii bole Doda potat ka pauder
a a,1,2023-09-23T06:47:35Z,"Real punjabi, speaking punjabi 🎉👍🏻"
Ram Narayan 4KK FM radio,0,2023-09-23T06:47:27Z,इस बोल बिल्लो...... पर हमारे गांव के लड़के ने गीत बनाए हैं वो बहुत पापुलर है पॉप सिंगर
Rocket launcher,0,2023-09-23T06:46:33Z,Moosewala hunda aaj te lalantop de studio te awaaj Goonjni si speaker bangu.
vibs,0,2023-09-23T06:46:19Z,❤❤❤❤❤love kaka
Ravi Bagla,0,2023-09-23T06:46:16Z,❤❤
Nitish Mishra,0,2023-09-23T06:45:32Z,Saurabh Bhaiya Ji Ek Chair To De Dete Kaka Naal Baithane ko feeling for bad😢😢
travel on miles,0,2023-09-23T06:43:44Z,"Kaka paaaji att krdi 👍👍<br>And <br>Closing bhi deepak bhaai ne  bahot bahetrin content ke sath ki need that type of confidence...<br><a href=""http://www.youtube.com/results?search_query=%23lallantop_always_fev"">#lallantop_always_fev</a>."
Malik Rider Vlogs,0,2023-09-23T06:43:00Z,Ek din mera bhi comments viral hoga
Harry .,0,2023-09-23T06:41:46Z,"One of the Gems of Punjab India , love you kaaakkeee"
