Username,Likes,Date,Text
Micro Knowledge by M RP,0,2023-09-23T03:38:23Z,"Wah wah kya baat hai, Producer Chaya la Raha hai.... Gazab"
12 TABLES,0,2023-09-23T03:38:04Z,Kake ka to fan ho mein
Just Imagine,0,2023-09-23T03:37:45Z,Please get Sudhanshu Trivedi ji on Guest in the newsroom.
Navneet singh,0,2023-09-23T03:35:00Z,Punjabi ❤
sharad thakran,0,2023-09-23T03:31:30Z,The character printed on the tshirt is ITACHI UCHIHA - from Naruto shippuden
Sharma Ji,0,2023-09-23T03:30:18Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=5m23s"">5:23</a> <b>&quot;Anaim Character Hai Sir&quot;</b> 😮😮"
UPSC MOTIVATION,1,2023-09-23T03:26:52Z,thats itachi uchiha<br><br>👑
Rajput,0,2023-09-23T03:25:12Z,Look at his ego his hate towards hindi he is in hindi channel any not replying in hindi
Deepak Sharma,0,2023-09-23T03:25:05Z,Kash yha moosewala aata.... waheguru
Subhrojeet Chakraborty,0,2023-09-23T03:23:50Z,"Mai kisi aur domain mei hu. Lekin agar mere apne college ke dino mei Lallantop se tarruf hoti then saayad mai apna maan badal leta. Kya culture hai Lallantop ka hai. Superb ! Mujhe yaha ka environment mei jaane mei bahut interest hai, achha lagta hai. Unfiltered, hasi majak firr bhi lag bhag saare employee jo yaha kaam karte hai, jo kai dekhta hu atleast youtubr pe, intelect se bhare pare log hai. Gehraayi hai. I wish i could part of it. Rational thinking wale log hai yaha. Aisa mujhe lagta hai ki yaha saare bichaar dhaara wale logo ka jagah hai aur app apne bichaar rakh sakte hai. Sahi, galat baat ki baat hai. Tarkik world hai 😊. <br>Its fun."
"B`FOR`BOBBY"" 09",1,2023-09-23T03:18:51Z,"😁 बिल्लो बग्गे बग्गे बिल्लेयां दा की करेगी का मतलब है <br>😁 लाडो गोरे गोरे लौडो का क्या करोगी <br><br>😁बिल्लो का मतलब हो, जैसे baby होता है और जैसे लाडो है वही बिल्लो का होता मतलब होता है बिल्लो उसको कहा जाता है जिसकी आँखे बिल्ली की तरह भूरी हो 😁 लड़कों के नाम भी बिल्ला रखा जाता है बिल्ली जैसी आंखे होने पर<br>और"
sarjeet,0,2023-09-23T03:17:07Z,Kti ghant banda hai @kaka bai ❤
niraj kumar,1,2023-09-23T03:16:54Z,❤❤❤❤
Manpreet Sandhu,0,2023-09-23T03:16:34Z,Interview pura Punjabi mei good 🎉🎉🎉kaka g nice
system faddu,1,2023-09-23T03:15:45Z,😂😂😂very funny omg 😱😂😂😂😂❤❤❤😅😅🎉🎉
Nadeem,0,2023-09-23T03:14:24Z,Kaka ji 🖤
Vaibhav Bharti,2,2023-09-23T03:13:51Z,Billo bagge billiyan   (Guppi) ka video dekhegi 😂
SMITAM 😃,1,2023-09-23T03:13:06Z,Aapke pass h news k topic ni reh gye faaltu cheezo par video bana raho ho just for TRP n views
brand chanell,0,2023-09-23T03:12:26Z,Bhai ka Bess tone dono maujud hai avvaz hua
RG Records,1,2023-09-23T03:12:05Z,Me with brown eyes and fair color watching him explaining about billo bagge billea da ki kregi😂
sambhu sk,0,2023-09-23T03:12:03Z,He is a good man with a humble nature
Vm Gs Tech,0,2023-09-23T03:11:58Z,Kaka is amazing 😅 nyc interview very funny 😅
Jay Dhaliwal,0,2023-09-23T03:11:54Z,🔥
Fateh sandhu Sandh💗,0,2023-09-23T03:11:41Z,Na koi gane da muh na ser ke kare ge billo ate dall da ke kare ge das ke tara banon toh dara bna len de 😂😂😂😂
Sonu Meghwal,0,2023-09-23T03:10:58Z,😂
Jaat_Rajasthn_wallah,11,2023-09-23T03:10:37Z,Original Voice<br>Original Singer ❤❤
SphinXD,0,2023-09-23T03:09:29Z,aenime character
ANDBHAGAT 🤪,0,2023-09-23T03:09:25Z,Thanku kaka bai punjabi wich gall kri
Ripin Tandon,9,2023-09-23T03:06:40Z,Without music aawaaz aur bhi pyaari hai. Pure talent.
vishal saini,0,2023-09-23T03:06:24Z,Best😅😅😅😅
SYSTEM HAI BHAI,0,2023-09-23T03:05:56Z,Baithane ke liye Kaka ji Ko Ek Kursi to de do
Moments,1,2023-09-23T03:03:39Z,abe chair to de diya karo mehman ko lallantop valo
Facts Shorts,0,2023-09-23T03:01:03Z,Deepak bhai ne to aag hi laga di last
GAMING STAR,0,2023-09-23T03:00:29Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=4m12s"">4:12</a> इनको हिंदी नहीं आई समझ में , इनको सरकारी भाषा भी समझ में नहीं आती है <a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=4m17s"">4:17</a> <br><br>क्या यह हिंदी की  पत्रकार हैं?"
Agriculturist,0,2023-09-23T03:00:10Z,Like for kaka ❤
Himanshu Lal,0,2023-09-23T03:00:03Z,Maza aa gya 😅
GAMING STAR,0,2023-09-23T02:57:45Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=3m57s"">3:57</a>  हिंदी पर हंसते,   हिंदी के पत्रकार😢😢😢😢😢😢😢 हिंदी हम शर्मिंदा है ......"
Sarabjeet Singh,0,2023-09-23T02:57:40Z,Pure kalakaar kaka .lalantop walo jada mat haso .aapse jada faymas hai kaka bhai
Aman Gupta,0,2023-09-23T02:57:40Z,"<a href=""http://www.youtube.com/results?search_query=%23ssc_cgl_2023_revised_result"">#SSC_CGL_2023_REVISED_RESULT</a>"
GR vlog,0,2023-09-23T02:57:35Z,Areee diyan se lannn topa isko b boll do khalistani hai ye 😂
army lover,0,2023-09-23T02:57:29Z,Outstanding voice 👌👌👌
KUMUD ROY,0,2023-09-23T02:57:29Z,❤ u kaka
Aadesh Brar,0,2023-09-23T02:57:06Z,Ghaint banda
FREDDY GAMING,0,2023-09-23T02:56:56Z,Vae vae vae Bina Autotune ka Awaz hi. Mast Hai 💜👌
RR,0,2023-09-23T02:56:53Z,Kursi toh de dete inko 😂😂
Sandeep Gill,0,2023-09-23T02:53:06Z,❤❤❤
RaAj ViEwS,0,2023-09-23T02:52:45Z,Kaka ❤❤❤❤thanku lallantop🎉🎉
Red shadow,0,2023-09-23T02:52:31Z,Now we want Satinder Sartaj in News Room❤❤
Pushpendra Prajapati,1,2023-09-23T02:52:24Z,Kaka is love ❣️
Dheeraj_bajaj_0001,0,2023-09-23T02:52:10Z,This video make my Day
Ram Suryavanshi,0,2023-09-23T02:50:57Z,"लालनतोप व काका वाला इंटरव्यू बहुत सुंदर,लालनतोप में खुशी का माहौल बहुत सुंदर होता है, मैं हमेशा से जब से लालनतोप का जन्म हुवा है तब से ही देख/सुन/पढ़ रहा हूँ,सौरव सर को❤️🙏<br>काका साधारण में असाधारण है।"
Kuldeep jat,0,2023-09-23T02:45:53Z,Diamond heart hai tutata hi nhi
M 09,0,2023-09-23T02:45:16Z,❤❤
Vishal Meena,1,2023-09-23T02:44:35Z,Itachi uchiha🔥🔥🔥🔥
Prashant THakur,0,2023-09-23T02:44:23Z,"Satinder Sartaj kab a Rahe hai💕👇<br><br>WoW what a Closing ☺️<br>I love Bro 💗<br>   I&#39;m waiting for Your anchoring Duniyadari, The Lallantop Show 🙂🙂"
Raman Rajput,0,2023-09-23T02:43:34Z,Osm banda😂
Ashutosh Shrivastav,0,2023-09-23T02:41:34Z,Imaandari se batao ki isko hindi aati hai ya nahi ... ???
PZ Meer official,0,2023-09-23T02:41:27Z,प्रतिभाशाली कर्ता के पात्र हैं। काका ❤❤
Garry Kamboj,0,2023-09-23T02:40:07Z,First comment kya bat kaka rocks
Jitendra Yadav,0,2023-09-23T02:39:47Z,"An awesome conversation man! Lallantop you beauty, keep it up.👏👏👏"
bichlaa,3,2023-09-23T02:39:46Z,Kitna pyara banda hai yaar <br>Great poet ❤<br>He is verry smart genuine <br>Good story teller i can guess<br>Isne wakya me kale rang shreer tabbo ko todane bhaut vadiya kaam kiya hai jiyo paji
Bhupinder sarari,1,2023-09-23T02:39:15Z,Kise no kuje samje nhi aa reha  menu lagda
Speed Bankers,0,2023-09-23T02:39:13Z,Satinder sartaaj ko bhi bulao
BR 10 Annu Vlogs,0,2023-09-23T02:38:31Z,Sr aapka interview krne ka andaj kuch aalag hai Jo mujhe dill se pasand hai ❤❤❤
Jaswinder Singh,1,2023-09-23T02:37:36Z,punjabi boli baai 👌👌👌👌 hindi de chkkra ch ni pea . dil khush krta
Harshpreet Singh Meen,1,2023-09-23T02:34:59Z,Love punjab love india
maria brar,0,2023-09-23T02:33:52Z,"Jat is not a caste, it is an ethnicity."
Raman Kumar,0,2023-09-23T02:33:16Z,Well done bro
Bob Gill,1,2023-09-23T02:33:15Z,Kaka ki deepaly baten samjhne mai deeply jana padega
Bob Gill,0,2023-09-23T02:31:01Z,Punjab mai hee nsha kyu baki sabh states mai nasha hai yeh kyu target kiya jatta hai
Vijay miyane,0,2023-09-23T02:30:42Z,Down to earth. Kaka ji ❤❤❤
Niraj Bro,1,2023-09-23T02:29:25Z,kaka is the best singer punjabi industry❤❤❤❤❤
saurabhs_ world,1,2023-09-23T02:28:00Z,Ram ram sarane.   Ankit biyanpuriya ko bhi bulao
Jagjit Singh,2,2023-09-23T02:27:48Z,Kahi Ye B Khalistani To Nahi Gaane Sun ne Se Pehle Confirm Kr Lo Sabhi Desh Bhagat
nikhil kumar,8,2023-09-23T02:26:20Z,"Very light hearted, joyful and at the same time pure interview."
R Anoop Love,0,2023-09-23T02:26:06Z,Kaka ❤😁
Pramod Takri,0,2023-09-23T02:24:57Z,Holy shit....ITACHI KO BILLO BANA DIYA.....😢😢😢😢
Nitin Saini,0,2023-09-23T02:23:40Z,Kaka ek no singer
Rakesh Pandey,8,2023-09-23T02:22:26Z,Down to earth !  First time i subscribed   a Punjabi singer over youtube  . Keep it Up Kaka Ji...
jsf,0,2023-09-23T02:18:27Z,Wah bro wah..kake love u dost..
Bobby singh,0,2023-09-23T02:15:35Z,Nyc ❤ to see kaka on this platform
Yogesh Mishra,0,2023-09-23T02:14:42Z,Kaka❤
Jaswinder Singh heer,2,2023-09-23T02:13:55Z,Kaka is baiyanpuria is he doesnt do shapate 😅😂
knowledge seeker,0,2023-09-23T02:13:16Z,Kya faaltu news channel h topic ni Mila inko😂
Hardeep Singh,16,2023-09-23T02:13:02Z,Shining star of punjabi music industry ❤🎉kaka ji wah wah krwa ditti punjabiyan di
maria brar,0,2023-09-23T02:12:31Z,Panjab billa eyes walla baut hai
Badal Kumar,0,2023-09-23T02:09:13Z,KAKA ji❤
Bob Gill,0,2023-09-23T02:04:36Z,Real voice jabardat singer all world break record Kaka ❤
Savie Dhanda vlogs,0,2023-09-23T02:01:37Z,Top news channel.. love it
Prince Dwivedi,1,2023-09-23T01:59:16Z,Kaka engineer hai dil tutana kya hota hai 😎😎
Follow me It’s me,1,2023-09-23T01:58:59Z,Hahahaha Kaka the great ❤❤
gautam tiwari,0,2023-09-23T01:56:45Z,Insa pucho ki khalishtani funding kitni mili ha
Follow me It’s me,1,2023-09-23T01:55:29Z,❤❤❤ great 👍 thanks
ITS RAHUL VLOGS,0,2023-09-23T01:52:45Z,He doesn&#39;t need any instrument
Rajat Kumar,0,2023-09-23T01:52:22Z,Billo Bagge billiyan da ki karegi Bagge Bagge biliyan da ki karegi ????
Open mic Punjabi-ਪੰਜਾਬੀ,4,2023-09-23T01:50:05Z,Kaka Pure Soul.. 🎉❤❤
JYOTI SHARMA,0,2023-09-23T01:42:10Z,❤❤❤❤ kaka
Snow-white spiti,0,2023-09-23T01:39:36Z,Billo bage billeyan da ii karegi
ROMEN REINGS LOVERS,21,2023-09-23T01:37:20Z,ONE OF RAREST  SINGER WHO TALK WITH PUNJABI LANGUAGE ON BIG CHANNEL VERY GOOD ❤❤
Jaswant Anjana,0,2023-09-23T01:37:15Z,Love the closing by Mr Deepak
Arshdeep Singh,0,2023-09-23T01:33:14Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=55m29s"">55:29</a> last mai boht sweet bandaa aya ❤❤ vadiaa lagaa"
Manish kumar Rai,0,2023-09-23T01:33:06Z,Dil da ni madda banda.....saare hi punjabi aise hi hote almost....
Today highlights🇮🇳,0,2023-09-23T01:30:12Z,No1 jayega .yeh wala .intrview.sir
SHORTS MAN,0,2023-09-23T01:26:01Z,Just talk to your guests not your colleagues..
Today highlights🇮🇳,0,2023-09-23T01:20:56Z,"No,1 trending Star for YouTube kaka"
Today highlights🇮🇳,0,2023-09-23T01:19:26Z,Kaka verry nice voice
Today highlights🇮🇳,0,2023-09-23T01:19:01Z,❤
DMF Harayanvi Music,0,2023-09-23T01:17:07Z,Ye koi ni bta skta😅
Mohit Kumar (Bulandshahr),0,2023-09-23T01:16:05Z,लो भाई किस बात पर विडियो बन रही और हम देख रहे है 😂
Taj,0,2023-09-23T01:13:52Z,सफेद टीशर्ट वाले को देखकर और उसकी आवाज सुनकर ऋषभ पंत याद आ गया
satpal Singh,0,2023-09-23T01:12:47Z,Kaka good
B B,12,2023-09-23T01:08:49Z,Love his voice❤
KAMIL,0,2023-09-23T01:08:08Z,3 br closing suni maine
B B,0,2023-09-23T01:07:32Z,❤KALA
VICKY DHILLON,0,2023-09-23T01:06:09Z,One and only kakka. Keh lain de my fev. Song👍
Himanshu Bisht,0,2023-09-23T01:06:02Z,"Dajyu mujhe pahadi lag rahe hai <a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=2m20s"">2:20</a>"
Raju kumar,1,2023-09-23T01:04:15Z,Mehman ko Chair do bhai.. aplog baith gya wo khada hai😮
Ball Chaser Rohit,0,2023-09-23T00:59:38Z,Kaka ke fan like kr do
S Kumar,0,2023-09-23T00:57:47Z,Khubsurat episode saral sacche khubsurat actor Kaka
Anuj Kumar,33,2023-09-23T00:54:48Z,So talented man.....  No auto tune needed. Thank u lallantop
Nirmal Kaur,0,2023-09-23T00:50:05Z,Punjabiyo ki Adrak wali chai aur lassi ready Rakha karo Kapil sharam ko pata lag gaya woh khud bhi Punjabi hai Bhullar gaya tha wadali sir ne yadd kar wa diya 😂😂😂
Bokoyo,10,2023-09-23T00:46:29Z,He’s pure talent
HarMan Dhillon,1,2023-09-23T00:44:13Z,Godi Media 😂😂
Nirmal Kaur,1,2023-09-23T00:43:15Z,22 ji Punjabi Sikhlo 😂😂😂😂Proud to b an Punjabi ❤❤
Nirmal Kaur,0,2023-09-23T00:41:20Z,Baggie biliya  means blue sexy eyes 😊
Nirmal Kaur,0,2023-09-23T00:37:14Z,👍👍👍👍👍
Girls Kingdom,0,2023-09-23T00:30:09Z,Punjabi beautiful language
URBAN TONY,0,2023-09-23T00:21:43Z,Language❤❤ bhai punjabi mai hi bolda hai
subodh kumar sah,0,2023-09-23T00:21:41Z,Kaka❤❤❤❤❤
Stark Gangwar,0,2023-09-23T00:16:54Z,Kyaa closing hain sirr kii maano mic chute hii surr pakad liyaa ho 😊😊 matlabb adhbudh
ashok kamboj,0,2023-09-23T00:16:33Z,Awesome 👌 ❤❤😂😂 love this video
Prakash Nayakoji,0,2023-09-23T00:02:57Z,Still better singer than AP DHILLON
Balwinder SINGH,0,2023-09-23T00:02:29Z,"@KAKA ਭਾਜੀ ਕਿਆ ਬਾਤ ਆ,ਛਾ ਗਏ ਆ ਉਸਤਾਦ ਜੀ ਸਾਰੀ ਗੱਲਬਾਤ ਪੰਜਾਬੀ ਵਿੱਚ ਕਰਕੇ ਗੱਡ ਦਿੱਤਾ ਕੰਮ ਪੁਰਾ,ਧੂੜ ਠਾਲ ਦਿੱਤੀ ਲੱਲਣਟੌਪ ‘ਚ’ ਇਹੋ ਜਿਹੀ ਹੀ ਗੱਲਬਾਤ ਦੀ ਆਸ ਸੀ,ਤੁਹਾਡੀ ਇੰਟਰਵਿਓ ਹਮੇਸ਼ਾ ਨਜ਼ਾਰਾ ਆ ਜਾਂਦਾ, ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ"
Balwinder SINGH,0,2023-09-23T00:01:51Z,"@KAKA🎵 ਭਾਜੀ ਕਿਆ ਬਾਤ ਆ,ਛਾ ਗਏ ਆ ਉਸਤਾਦ ਜੀ ਸਾਰੀ ਗੱਲਬਾਤ ਪੰਜਾਬੀ ਵਿੱਚ ਕਰਕੇ ਗੱਡ ਦਿੱਤਾ ਕੰਮ ਪੁਰਾ,ਧੂੜ ਠਾਲ ਦਿੱਤੀ ਲੱਲਣਟੌਪ ‘ਚ’ ਇਹੋ ਜਿਹੀ ਹੀ ਗੱਲਬਾਤ ਦੀ ਆਸ ਸੀ,ਤੁਹਾਡੀ ਇੰਟਰਵਿਓ ਹਮੇਸ਼ਾ ਨਜ਼ਾਰਾ ਆ ਜਾਂਦਾ, ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ"
Pawan Bhakt Ashik official channel..,0,2023-09-23T00:01:38Z,Bhojpuri star Power star Pawan singh ke ka interview kariye aap jaruri..
Balwinder SINGH,5,2023-09-23T00:00:42Z,"<a href=""http://www.youtube.com/results?search_query=%23kaka"">#KAKA</a> ਭਾਜੀ ਕਿਆ ਬਾਤ ਆ,ਛਾ ਗਏ ਆ ਉਸਤਾਦ ਜੀ ਸਾਰੀ ਗੱਲਬਾਤ ਪੰਜਾਬੀ ਵਿੱਚ ਕਰਕੇ ਗੱਡ ਦਿੱਤਾ ਕੰਮ ਪੁਰਾ,ਧੂੜ ਠਾਲ ਦਿੱਤੀ ਲੱਲਣਟੌਪ ‘ਚ’ ਇਹੋ ਜਿਹੀ ਹੀ ਗੱਲਬਾਤ ਦੀ ਆਸ ਸੀ,ਤੁਹਾਡੀ ਇੰਟਰਵਿਓ ਹਮੇਸ਼ਾ ਨਜ਼ਾਰਾ ਆ ਜਾਂਦਾ, ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ"
Balwinder SINGH,0,2023-09-22T23:59:48Z,"@KAKA 6969 ਭਾਜੀ ਕਿਆ ਬਾਤ ਆ,ਛਾ ਗਏ ਆ ਉਸਤਾਦ ਜੀ ਸਾਰੀ ਗੱਲਬਾਤ ਪੰਜਾਬੀ ਵਿੱਚ ਕਰਕੇ ਗੱਡ ਦਿੱਤਾ ਕੰਮ ਪੁਰਾ,ਧੂੜ ਠਾਲ ਦਿੱਤੀ ਲੱਲਣਟੌਪ ‘ਚ’ ਇਹੋ ਜਿਹੀ ਹੀ ਗੱਲਬਾਤ ਦੀ ਆਸ ਸੀ,ਤੁਹਾਡੀ ਇੰਟਰਵਿਓ ਹਮੇਸ਼ਾ ਨਜ਼ਾਰਾ ਆ ਜਾਂਦਾ, ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ"
Ranjit Singh,0,2023-09-22T23:59:30Z,Kaka bahut talented nd siyana  ( genius) munda a
PBTX Ways,0,2023-09-22T23:58:23Z,Very good artist 👌
Jay,0,2023-09-22T23:52:25Z,Why lalantop  taking interview front of everybody.  Making a guest nervous.   Its hard
Abhijeet Gajbhiye,1,2023-09-22T23:52:23Z,Kulhad pizza vali ka interview kab Loge 😊
पुरानी कहानियां A1,0,2023-09-22T23:50:05Z,काके भाई तूमको हिन्दी में बात करनी चाहिए थी कियू कि उससे आपको पंजाब और पंजाबी जाननें वालो के साथ साथ पूरा भारत और बाहर जो उर्दू भाषा जानते हैं वो भी जान जाते।<br>आप उन लोगों से डर कर हिन्दी नहीं बोल रहे जो मान के पीछे पड़े थे पर भाई जब तू कुछ नहीं था तो क्या आया कोई पूछने?  इतने बढे प्लेटफार्म पर आपने मोका छोड दिया <br>+12 घंटे में 2*5 लाख नही 20लाख वईयूज होने थे
ㅤ⃦⃔🌚⃦⃕ㅤ𝍤⃝⃢𝍤{PRINCE YADAV}𝍤⃝⃢𝍤🔱⃦⃕𒃯𒌍༒⃟៚𒁍​,0,2023-09-22T23:44:28Z,Sir ek baar dhurve rathe ko bulaiye ...
Baljit Singh,0,2023-09-22T23:43:05Z,Mumbai Kaka ji kidhar hai le rahe ho pure Chakkar Nahin Hai love you bro Tere Naal jakar Kamal bus aur koi baat nahin❤❤❤❤❤😂😂😂😂
पुरानी कहानियां A1,0,2023-09-22T23:36:03Z,वाह काके हमारे भाई तूमने दूनिया भंमभल भूशे च पाई हूई है
Motivation Guru,0,2023-09-22T23:32:00Z,"Best interview, Bina skip kiye poora dekha , kaka and sorabh both are amazing,bole to maja aa gya ."
Ravinder Kumar,0,2023-09-22T23:24:38Z,Babbu mann India ka bap hai
Vikhyat Thakur,0,2023-09-22T23:21:20Z,Better than GB dhillo
Aman Chibber,0,2023-09-22T23:18:57Z,Awesome voice ❤❤❤
Zora Mavi,0,2023-09-22T22:54:48Z,Pure
vikas verma,0,2023-09-22T22:47:27Z,❤
Absolute Nobody,0,2023-09-22T22:43:45Z,Kabhi kbhi lgta hai isi newsroom me naukri mil jaye kuch
Akhi Prajapati,14,2023-09-22T22:37:51Z,Thanks to Lt for this valuable effort to recognize him as guest ❤❤❤❤
Akhi Prajapati,1,2023-09-22T22:36:58Z,What a voice so so so raw and real 😊😊😊
parmeshwar kumar mahto,0,2023-09-22T22:28:15Z,starting se dekh rha ...adhe se jyada to samajh nhi aa rha ..fir bhi dekh rha  ..<br>pta nhi kyu<br>sayad wo gaane ka line ka wait kar rha hu.
Dushyant sharma,16,2023-09-22T22:17:50Z,"Apart from the great interview, the closing remark was so good 🔥🔥"
Vikas Singh,1,2023-09-22T22:17:19Z,maaja aagya kya banda hai bhai ek no. 🔥🔥🔥.   amazing though process i love it.
Maninder Singh,0,2023-09-22T22:17:09Z,U gave your interview in Punjabi bohot respect paji
Piyush Sharma,0,2023-09-22T22:15:50Z,Weekending well❤
Kang tera,0,2023-09-22T22:06:49Z,❤❤
aman deep,0,2023-09-22T22:05:37Z,Daar gya putt sidhu de naam to tu swah justice di mang krenga @kaka
Rahul Plus Meena,0,2023-09-22T22:04:44Z,"Thanks lallantop, interview was good but  i like the most closing part of this video from deepak ji"
Kulwinder Singh,0,2023-09-22T22:02:18Z,Love mere Punjab de sher Kaka bro❤❤❤
Marta Rey,2,2023-09-22T21:59:08Z,Watched the full video in one go. Love you Kaka ❤
Rudra Abhishek,5,2023-09-22T21:56:41Z,Reason for love for the lallantop is this interview.❤
Gopi Singh Batala,0,2023-09-22T21:54:32Z,Billo bille bagea da ki kre gi || billo Sanu ni labi aapa singal ha aaje ta
Aman musicals,1,2023-09-22T21:50:42Z,Punjabi❤❤❤
BHAVNOOR SINGH BHATIA,5,2023-09-22T21:43:39Z,What a genuine guy! Love Kaka
Punyavrat Bharadwaj,0,2023-09-22T21:42:52Z,"ye pehli baar tha ki, Saurabh ke baad kisi ki closing remarks acchi lagi, Waah Deepak. Dhanyawaad!!<br>Aise apki Kitabwala ki sessions bhi kafi achchi hoti hai.<br><br>👏👏👏"
Gulam Ansari,0,2023-09-22T21:41:32Z,Unique personality.
Zubair Ansari,0,2023-09-22T21:41:22Z,Hame bhi bula Li jie aam admi ko ..hum bhi bata dete hai ku6 Desh k baare me
PRAJAPATI DILDAR,0,2023-09-22T21:38:35Z,Last Bala badiya tha
Paul Bains,4,2023-09-22T21:37:58Z,Great to hear from him from his mother language
Shinchan23,1,2023-09-22T21:33:44Z,Kaka is Gem So intresting personality ❤️💯
MOH@N BHAi,0,2023-09-22T21:33:04Z,Ise kahte hai real voice jo kaka ki hai<br>Kaka ki voice kis kisko pasand aayi
AKP,0,2023-09-22T21:31:04Z,I love that random test of the boy in last and he very confidentally did it.
Dheerendra Singh,0,2023-09-22T21:29:04Z,Loved it ❤
Karan Giri,0,2023-09-22T21:26:57Z,Kaka and moosewala is real legend ❤❤❤❤
MANROOP,0,2023-09-22T21:26:50Z,Kaka ghaint
Davinder Singh And Gurekam singh,0,2023-09-22T21:26:20Z,Wao Kaka is best
ROAM IN INDIA,5,2023-09-22T21:22:50Z,काका spontaneous answers really unmatched....great personality
Net Flix,0,2023-09-22T21:22:20Z,Bro destroyed my itachi 😢😢😢
Amandeep singh,0,2023-09-22T21:14:15Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=5m20s"">5:20</a> that&#39;s Itachi Sama, the great shinobi of the village hidden in the leaf, protector from the shadows."
satinder singh,0,2023-09-22T21:11:45Z,Superhit c show❤
AKP,0,2023-09-22T21:09:05Z,John elia ke name aate hi piche bethe bhai ko gazab interest aaya
Chess Aficionado,0,2023-09-22T21:09:04Z,wahhhh great show.. no show off.. just genuine 👌👌👌👌👌👌
Pips And Profit,0,2023-09-22T21:07:21Z,Comment zarror padhna is me muje missing lga ki aur baki jb aate h to sara staff ikkatha hojata h lekin kaka k aane p aisa kyu nhi kiya.
Jai Ganapati bapa,1,2023-09-22T21:04:12Z,Meooow karegi bilo
md shahrukh,0,2023-09-22T21:02:52Z,Great interview 😅😅
sourabh,0,2023-09-22T21:02:49Z,What a team has lallantop.. Great atmosphere..❤
Nasir Madam,0,2023-09-22T21:01:27Z,Love you kaka
mithil sharma,0,2023-09-22T20:59:15Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=43m00s"">43:00</a> bhai ye madam ki aawaz kahin radio pe Suni hai.. really nice voice"
Priya Grover,0,2023-09-22T20:58:22Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=50m00s"">50:00</a>  Saurab is true gentleman ❤"
Prof Abraham Van Helsing,0,2023-09-22T20:57:52Z,Ek kursi de de bhai guest ko
Fearless indian,1,2023-09-22T20:57:11Z,Far better than shubh and ap dhillon the real talent is kaka❤
Gurdeep Singh,0,2023-09-22T20:50:59Z,Sab to sohni gal eh lgi kake di k ohne apna sara interview mother language ch kita bande ne punjabi nu pehal diti ✊️❤️
sandeep singh tathgar,0,2023-09-22T20:48:17Z,❤❤
Raveesh Khurana,0,2023-09-22T20:47:52Z,Bohot badiya laga ye Banda original hai
prabhat ray,0,2023-09-22T20:47:27Z,Aawaz hai ya jadoo ❤❤️😍😍
crazy motivation for student,1,2023-09-22T20:42:10Z,Truth voice ❤
Sunil Tiwari,0,2023-09-22T20:41:43Z,Apko apne guest ko aaram se bitha ke sawal puchna chahiye.<br>Aap baithe hue hai sawal pucha rhe hai or wo khada khada jabab de rha hai.
Abhi Gautam,0,2023-09-22T20:41:28Z,sir please please please Raka ko bhi approach kro please raka singer hai
Rajasthan Gk,0,2023-09-22T20:40:13Z,😮.  He dont need any autotune really so 👍
Deepak Niaz Vlogs,0,2023-09-22T20:40:08Z,"<a href=""http://www.youtube.com/results?search_query=%23whitepanjab"">#whitepanjab</a> 13 October in cinemas"
Sandeep Masih,2,2023-09-22T20:39:21Z,Great person kaka ji thanks Lallantop for bringing him on your platform🇺🇸🇺🇸🇺🇸🇺🇸🦁🦁🙏🙏
Sahil Sinha,0,2023-09-22T20:38:14Z,"Love the work environment. For some reason, want to join you guys someday. 🙂"
mudit rajput,0,2023-09-22T20:36:11Z,Artist chodo is mathorchodh ancor ki ghand kon narega
navjot uppal,0,2023-09-22T20:36:03Z,Nice
AMIT JEPH,0,2023-09-22T20:32:01Z,Genuine guy❤❤❤God bless you 💖
Kamaljit Singh,1,2023-09-22T20:31:36Z,Deepak Sahib ki closing kya khoob thi
Dara goniana,0,2023-09-22T20:31:22Z,❤
Tejinder Singh,0,2023-09-22T20:30:23Z,waiting for DILJIT DOSANJH
Sarbjeet Singh,0,2023-09-22T20:28:30Z,Satinder Sartaj ko kab bula rahe hoo bhaiyee😮😮
jaspal rathore,1,2023-09-22T20:27:52Z,Bagge bagge bille ladko ko kaha hai .usne kaha kalle libas ko Pasand krti hai par bagge men&#39;s gore ladke ko Pasand krti ho
A Lovely Singh,0,2023-09-22T20:26:46Z,"First interview of Lalantop ,,,jo maine full dekha,,,love you kaka bro,,,❤❤❤"
suhail raza,0,2023-09-22T20:26:26Z,😂
